Timestamp,Platform,Product,User,Category,Rating,Review,Sentiment,SentimentScore,Summary,Keywords
2025-05-23 22:44:20.021343,Myntra,Sneakers,user_241,Kidswear,2,"Nice pattern, looks good with jeans.",Positive,0.6908,"Nice pattern, looks good with jeans.","Nice, pattern, jeans, good"
2025-05-23 04:44:20.021343,Myntra,Watch,user_396,Women's Ethnic,3,Creased heavily after unpacking.,Neutral,0.0,Creased heavily after unpacking.,"Creased, unpacking, heavily"
2025-05-16 20:44:20.021343,Flipkart,Watch,user_402,Men's Casual,2,Perfect summer outfit.,Positive,0.5719,Perfect summer outfit.,"Perfect, outfit, summer"
2025-05-09 22:44:20.021343,Myntra,T-Shirt,user_21,Men's Casual,2,"True to color, exactly as shown.",Positive,0.4215,"True to color, exactly as shown.","True, color, shown"
2025-05-09 01:44:20.021343,Flipkart,Hat,user_196,Men's Casual,5,"Eco-friendly packaging, well done!",Positive,0.3382,"Eco-friendly packaging, well done!","Eco-friendly, packaging"
2025-04-29 08:44:20.021343,Myntra,Watch,user_35,Women's Ethnic,2,Durability is questionable after a week.,Negative,-0.296,Durability is questionable after a week.,"Durability, week, questionable"
2025-05-27 03:44:20.021343,AJIO,Sneakers,user_260,Men's Casual,4,Product arrived wet and dirty.,Negative,-0.4404,Product arrived wet and dirty.,"Product, dirty, arrived, wet"
2025-05-11 15:44:20.021343,Flipkart,Jeans,user_19,Men's Casual,1,Packaging was neat and elegant.,Positive,0.7269,Packaging was neat and elegant.,"Packaging, elegant, neat"
2025-05-11 11:44:20.021343,Flipkart,Jeans,user_169,Women's Ethnic,1,Too tight around the shoulders.,Neutral,0.0,Too tight around the shoulders.,"shoulders, tight"
2025-05-18 05:44:20.021343,Myntra,Handbag,user_3,Kidswear,1,Delivery was super fast and hassle-free.,Positive,0.5994,Delivery was super fast and hassle-free.,"Delivery, hassle-free, super, fast"
2025-04-28 23:44:20.021343,AJIO,Hat,user_426,Footwear,4,Trendy color and awesome comfort.,Positive,0.765,Trendy color and awesome comfort.,"Trendy, comfort, color, awesome"
2025-05-22 16:44:20.021343,Flipkart,Handbag,user_139,Men's Casual,2,Wrong item sent.,Negative,-0.4767,Wrong item sent.,"Wrong, item"
2025-04-30 22:44:20.021343,Amazon India,Dress,user_241,Kidswear,4,Color was completely different from the picture.,Neutral,0.0,Color was completely different from the picture.,"Color, picture, completely"
2025-05-18 17:44:20.021343,Amazon India,Sunglasses,user_435,Accessories,3,Colors fade after one wash.,Neutral,0.0,Colors fade after one wash.,"Colors, wash, fade"
2025-05-07 04:44:20.021343,Amazon India,Watch,user_135,Men's Casual,2,Got stains on the product.,Neutral,0.0,Got stains on the product.,"product, stains"
2025-05-07 11:44:20.021343,Myntra,Dress,user_1,Women's Ethnic,3,"Nice texture, feels smooth on skin.",Positive,0.4215,"Nice texture, feels smooth on skin.","Nice, texture, feels, skin, smooth"
2025-05-25 08:44:20.021343,Myntra,Jacket,user_2,Accessories,1,"Difficult to wear, poor design.",Negative,-0.6808,"Difficult to wear, poor design.","Difficult, wear, poor, design"
2025-05-09 07:44:20.021343,Myntra,Hat,user_37,Accessories,2,Cheap finish on sleeves.,Neutral,0.0,Cheap finish on sleeves.,"Cheap, sleeves, finish"
2025-05-27 16:44:20.021343,Flipkart,Sneakers,user_360,Accessories,2,"Fast shipping, will buy again.",Neutral,0.0,"Fast shipping, will buy again.","Fast, shipping, buy"
2025-05-26 08:44:20.021343,Flipkart,Dress,user_230,Women's Ethnic,5,Good customer support!,Positive,0.7088,Good customer support!,"Good, support, customer"
2025-05-17 21:44:20.021343,Flipkart,Watch,user_468,Footwear,5,Pattern is modern and attractive.,Positive,0.4404,Pattern is modern and attractive.,"Pattern, attractive, modern"
2025-05-14 02:44:20.021343,Amazon India,Sunglasses,user_165,Women's Ethnic,5,"Fast shipping, will buy again.",Neutral,0.0,"Fast shipping, will buy again.","Fast, shipping, buy"
2025-05-18 18:44:20.021343,Flipkart,Jeans,user_267,Women's Ethnic,2,"Wrong size sent, very disappointed.",Negative,-0.7574,"Wrong size sent, very disappointed.","Wrong, disappointed, size"
2025-05-04 23:44:20.021343,AJIO,Wallet,user_328,Kidswear,4,Material feels premium and soft.,Neutral,0.0,Material feels premium and soft.,"Material, soft, feels, premium"
2025-05-11 01:44:20.021343,AJIO,Watch,user_91,Footwear,2,Delivery was late and packaging was damaged.,Negative,-0.4404,Delivery was late and packaging was damaged.,"Delivery, damaged, late, packaging"
2025-05-11 03:44:20.021343,Myntra,Dress,user_179,Footwear,5,"Nice texture, feels smooth on skin.",Positive,0.4215,"Nice texture, feels smooth on skin.","Nice, texture, feels, skin, smooth"
2025-04-28 06:44:20.021343,AJIO,Dress,user_241,Footwear,5,"Wrong size sent, very disappointed.",Negative,-0.7574,"Wrong size sent, very disappointed.","Wrong, disappointed, size"
2025-05-21 09:44:20.021343,Myntra,Sneakers,user_443,Women's Ethnic,2,Excellent stitching and perfect size.,Positive,0.8126,Excellent stitching and perfect size.,"Excellent, size, stitching, perfect"
2025-05-09 07:44:20.021343,Myntra,Handbag,user_428,Men's Casual,4,Amazing fit and comfortable all day.,Positive,0.8625,Amazing fit and comfortable all day.,"Amazing, day, fit, comfortable"
2025-05-02 02:44:20.021343,AJIO,Sunglasses,user_218,Men's Casual,1,Creased heavily after unpacking.,Neutral,0.0,Creased heavily after unpacking.,"Creased, unpacking, heavily"
2025-05-07 15:44:20.021343,Flipkart,Sunglasses,user_30,Footwear,2,Slightly large but wearable.,Neutral,0.0,Slightly large but wearable.,"Slightly, wearable, large"
2025-05-08 03:44:20.021343,Flipkart,Jeans,user_486,Kidswear,5,"Eco-friendly packaging, well done!",Positive,0.3382,"Eco-friendly packaging, well done!","Eco-friendly, packaging"
2025-05-06 03:44:20.021343,Amazon India,T-Shirt,user_469,Women's Ethnic,3,Packaging was neat and elegant.,Positive,0.7269,Packaging was neat and elegant.,"Packaging, elegant, neat"
2025-05-07 21:44:20.021343,Flipkart,Handbag,user_100,Kidswear,3,Color is vibrant and beautiful.,Positive,0.8074,Color is vibrant and beautiful.,"Color, beautiful, vibrant"
2025-05-22 00:44:20.021343,Amazon India,Handbag,user_492,Men's Casual,5,Too baggy and loose.,Negative,-0.3182,Too baggy and loose.,"loose, baggy"
2025-05-09 10:44:20.021343,Myntra,Watch,user_75,Men's Casual,3,Comfortable material but terrible zip.,Negative,-0.4588,Comfortable material but terrible zip.,"Comfortable, zip, material, terrible"
2025-05-19 09:44:20.021343,Amazon India,T-Shirt,user_155,Footwear,1,Customer service didn’t respond.,Neutral,0.0,Customer service didn’t respond.,"Customer, respond, service, n’t"
2025-05-08 23:44:20.021343,Amazon India,T-Shirt,user_35,Footwear,5,"True to color, exactly as shown.",Positive,0.4215,"True to color, exactly as shown.","True, color, shown"
2025-05-20 01:44:20.021343,Flipkart,Dress,user_394,Women's Ethnic,3,Colors fade after one wash.,Neutral,0.0,Colors fade after one wash.,"Colors, wash, fade"
2025-05-07 19:44:20.021343,AJIO,Watch,user_423,Men's Casual,3,Not worth the money.,Negative,-0.1695,Not worth the money.,"money, worth"
2025-05-19 15:44:20.021343,AJIO,Jacket,user_489,Kidswear,2,Excellent customer service experience.,Positive,0.5719,Excellent customer service experience.,"Excellent, experience, customer, service"
2025-05-12 05:44:20.021343,Myntra,Dress,user_258,Women's Ethnic,1,Looks great but not comfortable.,Negative,-0.2507,Looks great but not comfortable.,"comfortable, great"
2025-04-28 07:44:20.021343,Myntra,Sneakers,user_499,Accessories,1,Color was completely different from the picture.,Neutral,0.0,Color was completely different from the picture.,"Color, picture, completely"
2025-05-10 16:44:20.021343,Flipkart,Handbag,user_212,Kidswear,5,Packaging was neat and elegant.,Positive,0.7269,Packaging was neat and elegant.,"Packaging, elegant, neat"
2025-05-27 15:44:20.021343,Flipkart,Handbag,user_257,Women's Ethnic,3,Durability is questionable after a week.,Negative,-0.296,Durability is questionable after a week.,"Durability, week, questionable"
2025-05-23 08:44:20.021343,Flipkart,Dress,user_443,Men's Casual,3,Prints started fading instantly.,Neutral,0.0,Prints started fading instantly.,"Prints, instantly, started, fading"
2025-05-07 00:44:20.021343,AJIO,T-Shirt,user_215,Kidswear,1,"Soft fabric, but stitching needs improvement.",Positive,0.6124,"Soft fabric, but stitching needs improvement.","Soft, fabric, improvement, stitching"
2025-04-30 11:44:20.021343,Myntra,Watch,user_474,Kidswear,3,Packaging was neat and elegant.,Positive,0.7269,Packaging was neat and elegant.,"Packaging, elegant, neat"
2025-05-27 16:44:20.021343,Amazon India,Wallet,user_359,Kidswear,5,Material catches lint easily.,Positive,0.34,Material catches lint easily.,"Material, easily, catches, lint"
2025-05-13 04:44:20.021343,Amazon India,Jacket,user_435,Men's Casual,3,Packaging was neat and elegant.,Positive,0.7269,Packaging was neat and elegant.,"Packaging, elegant, neat"
2025-05-22 13:44:20.021343,Flipkart,T-Shirt,user_192,Kidswear,1,Refund was processed quickly.,Neutral,0.0,Refund was processed quickly.,"Refund, quickly, processed"
2025-05-17 09:44:20.021343,AJIO,Jeans,user_407,Accessories,5,Item is overpriced for the quality.,Neutral,0.0,Item is overpriced for the quality.,"Item, quality, overpriced"
2025-05-10 09:44:20.021343,Myntra,Dress,user_47,Men's Casual,4,Product arrived wet and dirty.,Negative,-0.4404,Product arrived wet and dirty.,"Product, dirty, arrived, wet"
2025-05-18 16:44:20.021343,AJIO,Dress,user_491,Women's Ethnic,1,"Looks classy, feels average.",Positive,0.4404,"Looks classy, feels average.","classy, feels, average"
2025-05-05 08:44:20.021343,AJIO,Wallet,user_46,Men's Casual,5,Comfortable material but terrible zip.,Negative,-0.4588,Comfortable material but terrible zip.,"Comfortable, zip, material, terrible"
2025-05-10 14:44:20.021343,Myntra,Wallet,user_65,Accessories,2,Stitching came off after a week.,Neutral,0.0,Stitching came off after a week.,"Stitching, week"
2025-05-08 07:44:20.021343,AJIO,Jeans,user_500,Women's Ethnic,5,"Stylish design, got compliments.",Positive,0.4019,"Stylish design, got compliments.","Stylish, design, compliments"
2025-05-20 22:44:20.021343,Myntra,Sunglasses,user_473,Men's Casual,4,Easy returns process.,Positive,0.4404,Easy returns process.,"Easy, process, returns"
2025-05-09 07:44:20.021343,Myntra,Handbag,user_391,Footwear,4,Colors fade after one wash.,Neutral,0.0,Colors fade after one wash.,"Colors, wash, fade"
2025-05-03 19:44:20.021343,Amazon India,Hat,user_307,Accessories,1,Fabric tore within two wears.,Neutral,0.0,Fabric tore within two wears.,"Fabric, wears, tore"
2025-04-29 13:44:20.021343,Myntra,Watch,user_312,Accessories,3,"Soft fabric, but stitching needs improvement.",Positive,0.6124,"Soft fabric, but stitching needs improvement.","Soft, fabric, improvement, stitching"
2025-05-12 23:44:20.021343,Amazon India,Wallet,user_312,Men's Casual,1,Material has a weird smell.,Negative,-0.1779,Material has a weird smell.,"Material, smell, weird"
2025-05-20 16:44:20.021343,AJIO,Dress,user_264,Accessories,3,Customer service didn’t respond.,Neutral,0.0,Customer service didn’t respond.,"Customer, respond, service, n’t"
2025-05-11 17:44:20.021343,Myntra,Watch,user_93,Men's Casual,4,Low-quality zip broke in a day.,Negative,-0.4215,Low-quality zip broke in a day.,"Low-quality, day, zip, broke"
2025-05-26 15:44:20.021343,Myntra,Handbag,user_176,Kidswear,1,Matches product description perfectly.,Positive,0.6369,Matches product description perfectly.,"Matches, perfectly, product, description"
2025-05-23 04:44:20.021343,Flipkart,Dress,user_206,Footwear,2,"Received used item, very unhappy.",Negative,-0.4754,"Received used item, very unhappy.","Received, item, unhappy"
2025-05-19 03:44:20.021343,Flipkart,Handbag,user_137,Footwear,1,Lightweight and easy to carry.,Positive,0.4404,Lightweight and easy to carry.,"Lightweight, carry, easy"
2025-05-14 05:44:20.021343,Myntra,Hat,user_297,Women's Ethnic,5,Material feels premium and soft.,Neutral,0.0,Material feels premium and soft.,"Material, soft, feels, premium"
2025-05-08 02:44:20.021343,AJIO,T-Shirt,user_179,Women's Ethnic,5,Fabric tore within two wears.,Neutral,0.0,Fabric tore within two wears.,"Fabric, wears, tore"
2025-05-22 01:44:20.021343,Myntra,Wallet,user_54,Accessories,5,"Delivery fast, but box was open.",Neutral,0.0,"Delivery fast, but box was open.","Delivery, fast, open, box"
2025-05-21 02:44:20.021343,Flipkart,Hat,user_395,Men's Casual,1,Damaged piece sent twice.,Negative,-0.4404,Damaged piece sent twice.,"Damaged, piece"
2025-05-12 23:44:20.021343,Flipkart,Sneakers,user_481,Women's Ethnic,4,Got stains on the product.,Neutral,0.0,Got stains on the product.,"product, stains"
2025-05-15 10:44:20.021343,Flipkart,Sneakers,user_399,Kidswear,5,Great for the price!,Positive,0.6588,Great for the price!,"Great, price"
2025-04-28 00:44:20.021343,Myntra,Jacket,user_208,Men's Casual,3,Size chart was misleading.,Negative,-0.4019,Size chart was misleading.,"Size, misleading, chart"
2025-05-26 20:44:20.021343,AJIO,Dress,user_191,Accessories,2,Colors fade after one wash.,Neutral,0.0,Colors fade after one wash.,"Colors, wash, fade"
2025-05-04 06:44:20.021343,Amazon India,Dress,user_261,Women's Ethnic,2,"Top-notch quality, highly recommended.",Positive,0.2716,"Top-notch quality, highly recommended.","Top-notch, quality, highly, recommended"
2025-05-22 16:44:20.021343,Flipkart,Watch,user_19,Footwear,5,Easy returns process.,Positive,0.4404,Easy returns process.,"Easy, process, returns"
2025-05-23 08:44:20.021343,Myntra,Wallet,user_397,Accessories,3,Box was torn on arrival.,Negative,-0.25,Box was torn on arrival.,"Box, arrival, torn"
2025-05-02 19:44:20.021343,Amazon India,Sunglasses,user_236,Women's Ethnic,3,Size chart was misleading.,Negative,-0.4019,Size chart was misleading.,"Size, misleading, chart"
2025-04-29 22:44:20.021343,AJIO,Handbag,user_409,Accessories,5,Came in wrong color.,Negative,-0.4767,Came in wrong color.,"color, wrong"
2025-05-22 05:44:20.021343,Flipkart,Wallet,user_420,Footwear,5,Delivery was super fast and hassle-free.,Positive,0.5994,Delivery was super fast and hassle-free.,"Delivery, hassle-free, super, fast"
2025-05-12 20:44:20.021343,AJIO,Watch,user_483,Accessories,4,Great for the price!,Positive,0.6588,Great for the price!,"Great, price"
2025-04-28 10:44:20.021343,Amazon India,Dress,user_24,Men's Casual,4,Value for price is questionable.,Positive,0.0516,Value for price is questionable.,"questionable, price"
2025-05-19 01:44:20.021343,Flipkart,Wallet,user_276,Kidswear,2,"Material feels cheap, not worth the price.",Negative,-0.1695,"Material feels cheap, not worth the price.","Material, cheap, price, feels, worth"
2025-04-30 07:44:20.021343,Flipkart,Dress,user_204,Men's Casual,3,Delivery was late and packaging was damaged.,Negative,-0.4404,Delivery was late and packaging was damaged.,"Delivery, damaged, late, packaging"
2025-05-10 16:44:20.021343,AJIO,Jacket,user_478,Accessories,2,Product arrived wet and dirty.,Negative,-0.4404,Product arrived wet and dirty.,"Product, dirty, arrived, wet"
2025-05-23 04:44:20.021343,AJIO,Sneakers,user_192,Kidswear,3,"Stylish design, got compliments.",Positive,0.4019,"Stylish design, got compliments.","Stylish, design, compliments"
2025-05-03 07:44:20.021343,Flipkart,Handbag,user_308,Kidswear,3,Comfortable and stylish!,Positive,0.5562,Comfortable and stylish!,"Comfortable, stylish"
2025-04-30 19:44:20.021343,AJIO,Wallet,user_232,Footwear,4,Matches product description perfectly.,Positive,0.6369,Matches product description perfectly.,"Matches, perfectly, product, description"
2025-05-04 14:44:20.021343,AJIO,Hat,user_402,Accessories,5,Good stitching overall.,Positive,0.4404,Good stitching overall.,"Good, stitching"
2025-05-16 12:44:20.021343,Amazon India,Dress,user_298,Kidswear,1,Great for the price!,Positive,0.6588,Great for the price!,"Great, price"
2025-05-20 01:44:20.021343,Flipkart,Sunglasses,user_224,Footwear,3,"Battery backup is amazing, highly recommend.",Positive,0.7645,"Battery backup is amazing, highly recommend.","Battery, amazing, highly, recommend, backup"
2025-05-23 12:44:20.021343,AJIO,Watch,user_316,Women's Ethnic,2,"Eco-friendly packaging, well done!",Positive,0.3382,"Eco-friendly packaging, well done!","Eco-friendly, packaging"
2025-05-01 12:44:20.021343,Myntra,Wallet,user_186,Men's Casual,2,Not worth the money.,Negative,-0.1695,Not worth the money.,"money, worth"
2025-05-01 11:44:20.021343,Myntra,Wallet,user_41,Accessories,1,Very comfortable and true to size.,Positive,0.7688,Very comfortable and true to size.,"size, comfortable, true"
2025-05-25 18:44:20.021343,Myntra,Watch,user_281,Men's Casual,1,Low-quality zip broke in a day.,Negative,-0.4215,Low-quality zip broke in a day.,"Low-quality, day, zip, broke"
2025-04-28 09:44:20.021343,AJIO,Jeans,user_60,Footwear,1,Packaging was fancy but product was broken.,Negative,-0.631,Packaging was fancy but product was broken.,"Packaging, broken, fancy, product"
2025-05-14 00:44:20.021343,AJIO,Watch,user_194,Kidswear,3,Good customer support!,Positive,0.7088,Good customer support!,"Good, support, customer"
2025-05-06 02:44:20.021343,Myntra,Watch,user_51,Kidswear,2,"Eco-friendly packaging, well done!",Positive,0.3382,"Eco-friendly packaging, well done!","Eco-friendly, packaging"
2025-05-09 16:44:20.021343,Amazon India,Watch,user_428,Footwear,5,Good stitching overall.,Positive,0.4404,Good stitching overall.,"Good, stitching"
2025-05-16 21:44:20.021343,Amazon India,Dress,user_60,Footwear,3,Stitching came off after a week.,Neutral,0.0,Stitching came off after a week.,"Stitching, week"
2025-05-18 12:44:20.021343,Amazon India,Hat,user_315,Men's Casual,1,Uncomfortable and stiff fabric.,Negative,-0.3818,Uncomfortable and stiff fabric.,"Uncomfortable, fabric, stiff"
2025-05-02 22:44:20.021343,AJIO,Sneakers,user_44,Accessories,3,Shiny finish looks cheap.,Neutral,0.0,Shiny finish looks cheap.,"Shiny, cheap, finish"
2025-05-19 00:44:20.021343,Myntra,T-Shirt,user_143,Accessories,1,"Material feels nice, not itchy.",Positive,0.5594,"Material feels nice, not itchy.","Material, nice, itchy, feels"
2025-05-11 18:44:20.021343,AJIO,T-Shirt,user_484,Accessories,5,Delivery guy was rude.,Negative,-0.4588,Delivery guy was rude.,"Delivery, rude, guy"
2025-05-23 10:44:20.021343,AJIO,Watch,user_87,Kidswear,4,Came with missing buttons.,Negative,-0.296,Came with missing buttons.,"buttons, missing"
2025-05-03 22:44:20.021343,Amazon India,Sneakers,user_167,Women's Ethnic,3,Low-quality zip broke in a day.,Negative,-0.4215,Low-quality zip broke in a day.,"Low-quality, day, zip, broke"
2025-05-21 21:44:20.021343,Flipkart,Hat,user_219,Women's Ethnic,4,Color is vibrant and beautiful.,Positive,0.8074,Color is vibrant and beautiful.,"Color, beautiful, vibrant"
2025-05-08 01:44:20.021343,AJIO,Handbag,user_219,Footwear,4,Horrible experience with delivery.,Negative,-0.5423,Horrible experience with delivery.,"Horrible, delivery, experience"
2025-05-04 19:44:20.021343,Flipkart,T-Shirt,user_372,Accessories,4,Very comfortable and true to size.,Positive,0.7688,Very comfortable and true to size.,"size, comfortable, true"
2025-05-07 14:44:20.021343,Flipkart,Wallet,user_467,Women's Ethnic,2,Came in wrong color.,Negative,-0.4767,Came in wrong color.,"color, wrong"
